Name,job title,headline,summary,keywords,educations,experiences,skills,disqualified,candidate_profile,score
Candidate 133,qa engineer - manual,,,,bachelor of commerce  at r.s. mundle dharmpeth arts and commerce college (n/a to dec 2002)  | master management at lokmanya tilak college of engineering (n/a to dec 2005),associate project manager at ici-t computer institute (sep 2023 to n/a)  | sap test lead at krish it solution (jan 2022 to nov 2022)  | sap test lead at krishi it solutions (jan 2022 to nov 2022)  | test lead - sap at abm knowledgeware (aug 2021 to aug 2022)  | sap test lead at abm knowledgeware (aug 2021 to aug 2022)  | sap test lead at vodafone shared services (dec 2020 to apr 2021)  | team lead at vodafone shared services (dec 2020 to apr 2021)  | senior test engineer at l&t infotech (jun 2017 to jul 2020)  | senior test engineer at lti (l&t infotech) (jun 2017 to jul 2020)  | consultant at tata technologies (jul 2014 to sep 2016)  | consultant at tata technologies (jul 2014 to sep 2016)  | senior process executive at infosys (oct 2012 to dec 2013)  | sap consultant at shalom erp technologies solution (jan 2008 to oct 2012)  | sap test consultant at shalom erp technologies (jan 2008 to oct 2012)  | associate project manager at computer faculty (aug 2005 to jul 2007)  | faculty at ici-t computer institute (aug 2005 to jul 2007),quality assurance,1,  bachelor of commerce  at r.s. mundle dharmpeth arts and commerce college (n/a to dec 2002)  | master management at lokmanya tilak college of engineering (n/a to dec 2005) associate project manager at ici-t computer institute (sep 2023 to n/a)  | sap test lead at krish it solution (jan 2022 to nov 2022)  | sap test lead at krishi it solutions (jan 2022 to nov 2022)  | test lead - sap at abm knowledgeware (aug 2021 to aug 2022)  | sap test lead at abm knowledgeware (aug 2021 to aug 2022)  | sap test lead at vodafone shared services (dec 2020 to apr 2021)  | team lead at vodafone shared services (dec 2020 to apr 2021)  | senior test engineer at l&t infotech (jun 2017 to jul 2020)  | senior test engineer at lti (l&t infotech) (jun 2017 to jul 2020)  | consultant at tata technologies (jul 2014 to sep 2016)  | consultant at tata technologies (jul 2014 to sep 2016)  | senior process executive at infosys (oct 2012 to dec 2013)  | sap consultant at shalom erp technologies solution (jan 2008 to oct 2012)  | sap test consultant at shalom erp technologies (jan 2008 to oct 2012)  | associate project manager at computer faculty (aug 2005 to jul 2007)  | faculty at ici-t computer institute (aug 2005 to jul 2007) quality assurance,0.016046279285523598
Candidate 134,qa engineer - manual,,,,,regional information technology support manager at agesa (feb 2024 to n/a)  | staff at lösung (sep 2021 to mar 2023),software development|quality assurance|javascript,1,   regional information technology support manager at agesa (feb 2024 to n/a)  | staff at lösung (sep 2021 to mar 2023) software development|quality assurance|javascript,0.0
Candidate 135,qa engineer - manual,,,,bachelor of computer science  at university of são paulo (n/a to n/a),test developer intern at sidi (may 2023 to dec 2023)  | frontend developer intern at stepwise (nov 2022 to apr 2023)  | full stack developer at pet computação - icmc (jan 2022 to dec 2023),,1,  bachelor of computer science  at university of são paulo (n/a to n/a) test developer intern at sidi (may 2023 to dec 2023)  | frontend developer intern at stepwise (nov 2022 to apr 2023)  | full stack developer at pet computação - icmc (jan 2022 to dec 2023) ,0.0
Candidate 136,qa engineer - manual,,,,master of technology electronics and communication engineering at indian institutes of technology (n/a to n/a)  | bachelor of engineering electronics at chhattisgarh swami vivekanand technical university (n/a to n/a)  | post graduate business administration at symbiosis society (n/a to n/a),assistant professor at chhattisgarh swami vivekanand technical university (oct 2017 to jul 2018)  | mobile test engineer at xiaomi technologies (may 2016 to oct 2017)  | human resource manager at ballona delivery services (jan 2012 to dec 2015)  | test engineer at marquis technologies santiago (dec 2010 to aug 2016)  | assistant professor at mm college of technology (jan 2010 to dec 2012)  | lecturer at institute of technology (jul 2009 to dec 2009),quality assurance,1,  master of technology electronics and communication engineering at indian institutes of technology (n/a to n/a)  | bachelor of engineering electronics at chhattisgarh swami vivekanand technical university (n/a to n/a)  | post graduate business administration at symbiosis society (n/a to n/a) assistant professor at chhattisgarh swami vivekanand technical university (oct 2017 to jul 2018)  | mobile test engineer at xiaomi technologies (may 2016 to oct 2017)  | human resource manager at ballona delivery services (jan 2012 to dec 2015)  | test engineer at marquis technologies santiago (dec 2010 to aug 2016)  | assistant professor at mm college of technology (jan 2010 to dec 2012)  | lecturer at institute of technology (jul 2009 to dec 2009) quality assurance,0.03447404018913442
Candidate 137,qa engineer - manual,civil engineering,,,diploma diplomado en inspección técnica de obras at 2024 instituto euskadi (jan 2001 to dec 2010)  | educación media at básica antofagasta (jan 1997 to dec 2000)  | educación gerencia en sistema integrado de gestión at catholic university of the north (jan 1988 to dec 1996)  | diploma  at 2024 corporación internacional (n/a to n/a)  | diploma diplomado en gestión cultural comunitaria at 2024 universidad de chile (n/a to n/a)  | título ingeniero civil at 2024 universidad católica del norte (n/a to dec 2011)  | diploma diplomado en gestión de calidad at catholic university of the north (n/a to dec 2011),proyecto at ingeniero de ayni consultora (jan 2017 to n/a)  | ingeniero de at del pino ingenieros (jan 2011 to dec 2012)  | proyecto - responsable at ito (jan 2009 to dec 2010)  | integrante comisión departamento at ingeniero civil universidad católica del norte (jan 2007 to n/a),,1,civil engineering  diploma diplomado en inspección técnica de obras at 2024 instituto euskadi (jan 2001 to dec 2010)  | educación media at básica antofagasta (jan 1997 to dec 2000)  | educación gerencia en sistema integrado de gestión at catholic university of the north (jan 1988 to dec 1996)  | diploma  at 2024 corporación internacional (n/a to n/a)  | diploma diplomado en gestión cultural comunitaria at 2024 universidad de chile (n/a to n/a)  | título ingeniero civil at 2024 universidad católica del norte (n/a to dec 2011)  | diploma diplomado en gestión de calidad at catholic university of the north (n/a to dec 2011) proyecto at ingeniero de ayni consultora (jan 2017 to n/a)  | ingeniero de at del pino ingenieros (jan 2011 to dec 2012)  | proyecto - responsable at ito (jan 2009 to dec 2010)  | integrante comisión departamento at ingeniero civil universidad católica del norte (jan 2007 to n/a) ,0.0
Candidate 138,qa engineer - manual,,,,,project lead at tecnocom chile (jan 2017 to n/a)  | pmo qa at corporacion bancoestado (jan 2009 to jul 2013)  | lead developed and pm area at consorcio bank (jan 2006 to n/a)  | cqe engineer analyst at infosys consulting t.i (jan 1982 to n/a)  | systems engineer at secundary education (jan 1982 to dec 1988)  | quality assurance engineer at tata consulting chile (n/a to n/a)  | quality assurance engineer automation at smart start technology (n/a to n/a),,1,   project lead at tecnocom chile (jan 2017 to n/a)  | pmo qa at corporacion bancoestado (jan 2009 to jul 2013)  | lead developed and pm area at consorcio bank (jan 2006 to n/a)  | cqe engineer analyst at infosys consulting t.i (jan 1982 to n/a)  | systems engineer at secundary education (jan 1982 to dec 1988)  | quality assurance engineer at tata consulting chile (n/a to n/a)  | quality assurance engineer automation at smart start technology (n/a to n/a) ,0.14291365458461458
Candidate 139,qa engineer - manual,,,,,sap quality assurance analyst at testgroup (dec 2022 to n/a)  | sap quality assurance analyst at verity consulting (oct 2021 to nov 2022)  | sap functional analyst at cintac saic (oct 2020 to may 2021)  | sap sd junior consultant at goplicity (jan 2020 to jun 2020)  | process engineer at help desk (jan 2015 to jan 2016)  | roles and profiles analyst at e d uc a ti on (jun 2012 to jan 2015),software development|quality assurance|javascript|qa automation,1,   sap quality assurance analyst at testgroup (dec 2022 to n/a)  | sap quality assurance analyst at verity consulting (oct 2021 to nov 2022)  | sap functional analyst at cintac saic (oct 2020 to may 2021)  | sap sd junior consultant at goplicity (jan 2020 to jun 2020)  | process engineer at help desk (jan 2015 to jan 2016)  | roles and profiles analyst at e d uc a ti on (jun 2012 to jan 2015) software development|quality assurance|javascript|qa automation,0.05625693289250192
Candidate 140,qa engineer - manual,,,,software engineer at duoc uc (jan 2017 to dec 2020),quality assurance analyst at 42 labs (n/a to n/a)  | quality assurance analyst at valposystems (n/a to n/a)  | quality assurance analyst at funtional test (n/a to n/a),qa automation,1,  software engineer at duoc uc (jan 2017 to dec 2020) quality assurance analyst at 42 labs (n/a to n/a)  | quality assurance analyst at valposystems (n/a to n/a)  | quality assurance analyst at funtional test (n/a to n/a) qa automation,0.10222029021791165
Candidate 141,qa engineer - manual,sr. quality assurance engineer at digital ocean,,,bachelor of science computer engineering at sir syed university of engineering and technology (n/a to n/a),senior quality assurance engineer at digitalocean (mar 2023 to n/a)  | lead quality assurance engineer at spekit (aug 2018 to feb 2023)  | tester at scale.ai (apr 2017 to aug 2018),quality assurance,1,sr. quality assurance engineer at digital ocean  bachelor of science computer engineering at sir syed university of engineering and technology (n/a to n/a) senior quality assurance engineer at digitalocean (mar 2023 to n/a)  | lead quality assurance engineer at spekit (aug 2018 to feb 2023)  | tester at scale.ai (apr 2017 to aug 2018) quality assurance,0.07892816011041892
Candidate 142,qa engineer - manual,,,,ingeniero en ejecución informática  at instituto profesional aiep (jan 2011 to dec 2016),qa lead at starr companies (mar 2024 to n/a)  | quality assurance engineer at prey (aug 2023 to feb 2024)  | ingeniero qa at cencosud (sep 2020 to dec 2020)  | ingeniero qa at banco estado (mar 2020 to sep 2020)  | líder qa at sermaluc (mar 2019 to dec 2019)  | qa automatizador at banco santander (jun 2018 to mar 2019)  | analista desarrollador bi at rayen salud (jun 2015 to jun 2018)  | técnico informático at comercial box technology (may 2013 to may 2015)  | qa automatizador sr at proyecto zúrich santander (may 2011 to mar 2013)  | qa automation sr at kibernum (n/a to n/a),problem solving|javascript,1,  ingeniero en ejecución informática  at instituto profesional aiep (jan 2011 to dec 2016) qa lead at starr companies (mar 2024 to n/a)  | quality assurance engineer at prey (aug 2023 to feb 2024)  | ingeniero qa at cencosud (sep 2020 to dec 2020)  | ingeniero qa at banco estado (mar 2020 to sep 2020)  | líder qa at sermaluc (mar 2019 to dec 2019)  | qa automatizador at banco santander (jun 2018 to mar 2019)  | analista desarrollador bi at rayen salud (jun 2015 to jun 2018)  | técnico informático at comercial box technology (may 2013 to may 2015)  | qa automatizador sr at proyecto zúrich santander (may 2011 to mar 2013)  | qa automation sr at kibernum (n/a to n/a) problem solving|javascript,0.22622674759650316
Candidate 143,qa engineer - manual,,,,,qa lead at apply digital (sep 2022 to n/a)  | quality assurance engineer automation at reign (dec 2019 to oct 2022)  | quality assurance engineer automation at unimarc smu e-commerce chile (jun 2018 to dec 2019)  | test engineer at metlife continuous interaction (sep 2017 to jun 2018)  | test engineer at consorcio app (jan 2017 to sep 2017)  | engineer at university of valparaíso software (dec 2015 to dec 2016)  | quality assurance analyst at upcom (nov 2014 to nov 2015)  | quality assurance analyst at bugfinders (jan 2014 to nov 2014),,1,   qa lead at apply digital (sep 2022 to n/a)  | quality assurance engineer automation at reign (dec 2019 to oct 2022)  | quality assurance engineer automation at unimarc smu e-commerce chile (jun 2018 to dec 2019)  | test engineer at metlife continuous interaction (sep 2017 to jun 2018)  | test engineer at consorcio app (jan 2017 to sep 2017)  | engineer at university of valparaíso software (dec 2015 to dec 2016)  | quality assurance analyst at upcom (nov 2014 to nov 2015)  | quality assurance analyst at bugfinders (jan 2014 to nov 2014) ,0.12923560289287217
Candidate 144,mid email marketing specialist,"cro, crm and marketing automation leader",,marketing|mailchimp|klaviyo,at escuela bancaria y comercial (jan 2022 to jan 2023)  | bachelor communication at entertainment business management (jan 2018 to dec 2022),marketing at rhythm / digital marketing agency (apr 2024 to n/a)  | conversion rate optimization specialist at inova usa / e-commerce brand incubator (oct 2023 to jul 2024)  | marketing automation manager at doto.com.mx (n/a to n/a)  | marketing and customer relationship manager specialist at ecomsur (n/a to n/a),digital marketing|email marketing|marketing automation|marketing campaigns,1,"cro, crm and marketing automation leader  at escuela bancaria y comercial (jan 2022 to jan 2023)  | bachelor communication at entertainment business management (jan 2018 to dec 2022) marketing at rhythm / digital marketing agency (apr 2024 to n/a)  | conversion rate optimization specialist at inova usa / e-commerce brand incubator (oct 2023 to jul 2024)  | marketing automation manager at doto.com.mx (n/a to n/a)  | marketing and customer relationship manager specialist at ecomsur (n/a to n/a) digital marketing|email marketing|marketing automation|marketing campaigns",0.6493495797601487
